,tweet_id,sentiment,content,processed_corpus
14783,1964642996,relief,Cough drops taste gross...blaaaqhhh,"['Cough', 'drop', 'taste', 'gross', '...', 'blaaaqhhh']"
14831,1964651327,relief,"@nilsipilsifan Hehe. Yeah, me too.  or I would totally write it. XD","['nilsipilsifan', 'Hehe', 'Yeah', 'would', 'totally', 'write', 'XD']"
14832,1964651636,relief,@frankietee 4th... Please not! Maybe she'll get 3 attempts and win tomorrow!!,"['frankietee', '4th', '...', 'Please', 'Maybe', ""'ll"", 'get', 'attempt', 'win', 'tomorrow']"
14844,1964661276,relief,"to be really really... not bored but bad, i won't now the news  but thats ok. BRB x","['really', 'really', '...', 'bored', 'bad', 'wo', ""n't"", 'news', 'thats', 'ok.', 'BRB', 'x']"
15007,1964707016,relief,"Is getting excited for the weekend.......Or, hang on, i am going to be all alone   never mind, excitement lost","['getting', 'excited', 'weekend', '.......', 'hang', 'going', 'alone', 'never', 'mind', 'excitement', 'lost']"
15020,1964710454,relief,@DAEONE haha wtf is that! You don't want me to leave,"['DAEONE', 'haha', 'wtf', ""n't"", 'want', 'leave']"
15044,1964723783,relief,great. more rain,"['great', 'rain']"
15110,1964737764,relief,i say business ive only sold 2....and its not RL money  ...but its got me back into photoshop again,"['say', 'business', 'ive', 'sold', '....', 'RL', 'money', '...', 'got', 'back', 'photoshop']"
15146,1964746051,relief,"made it into leadership, buttt i'm still not happy! how can i enjoy it without my best friend?","['made', 'leadership', 'buttt', ""'m"", 'still', 'happy', 'enjoy', 'without', 'best', 'friend']"
15164,1964750451,relief,Been so busy for the entire week. Be able to take a breath next Tuesday,"['busy', 'entire', 'week', 'able', 'take', 'breath', 'next', 'Tuesday']"
15189,1964765555,relief,"@josefamanriquez and yet i couldnt get a pic it wasnt allowed, then i won passes to their carpet of the 3d premiere no pic still wit them","['josefamanriquez', 'yet', 'couldnt', 'get', 'pic', 'wasnt', 'allowed', 'pass', 'carpet', '3d', 'premiere', 'pic', 'still', 'wit']"
15198,1964766277,relief,My uncle isn't coming after all,"['uncle', ""n't"", 'coming']"
15199,1964766283,relief,"Just got done with my first day of work and is exsausted, sweaty, and chalky.","['got', 'done', 'first', 'day', 'work', 'exsausted', 'sweaty', 'chalky']"
15325,1964806483,relief,is sooo tired and too busy to tweet  im glad the weekend is here... yay 4 day-weekend,"['sooo', 'tired', 'busy', 'tweet', 'im', 'glad', 'weekend', '...', 'yay', 'day-weekend']"
15331,1964807425,relief,@James_Waters WAS until I had to go home 'cause the presentation ended  x,"['James_Waters', 'go', 'home', ""'cause"", 'presentation', 'ended', 'x']"
15394,1964830593,relief,"@mops_beyond I told you people in indiana were batshit. I lived there, after all. I feel like I escaped from that Orwell book everyday...","['mops_beyond', 'told', 'people', 'indiana', 'batshit', 'lived', 'feel', 'like', 'escaped', 'Orwell', 'book', 'everyday', '...']"
15449,1964842702,relief,@georgiaface Let the Right One In? Aparently Drag Me to Hell also has some horrible cat nastiness,"['georgiaface', 'Let', 'Right', 'One', 'Aparently', 'Drag', 'Hell', 'also', 'horrible', 'cat', 'nastiness']"
15579,1964885329,relief,"on my way to get some Maggie Moos Peanut Butter Galaxy, then home! thank god this week is done. 4 meetings in 1 day!!!!","['way', 'get', 'Maggie', 'Moos', 'Peanut', 'Butter', 'Galaxy', 'home', 'thank', 'god', 'week', 'done', 'meeting', 'day']"
15596,1964888771,relief,Finally got my lil monster off my hands so I could run errands and now I gotta do them in the rain!!!,"['Finally', 'got', 'lil', 'monster', 'hand', 'could', 'run', 'errand', 'got', 'ta', 'rain']"
15602,1964889898,relief,Always get my hopes up too soon...we were soooo close,"['Always', 'get', 'hope', 'soon', '...', 'soooo', 'close']"
15614,1964891929,relief,@xplode hahaha wow thanks bud :p but my plan is to pretend its a costume... I wish it were cold so i could wear a sweatshirt over this,"['xplode', 'hahaha', 'wow', 'thanks', 'bud', 'p', 'plan', 'pretend', 'costume', '...', 'wish', 'cold', 'could', 'wear', 'sweatshirt']"
15653,1964946925,relief,Is heading home from foot surgery and wishing she had a boyfriend to come over and cuddle with,"['heading', 'home', 'foot', 'surgery', 'wishing', 'boyfriend', 'come', 'cuddle']"
15676,1964952064,relief,@_micster  How the hell does your hair not fall out constantly?,"['_micster', 'hell', 'hair', 'fall', 'constantly']"
15758,1964976722,relief,The VP is gone...so why am I getting a headache?    Time to have some coffee and fight it off. #migraine #ohnoyoudidnt,"['VP', 'gone', '...', 'getting', 'headache', 'Time', 'coffee', 'fight', 'migraine', 'ohnoyoudidnt']"
15763,1964977716,relief,@rbmartin oh it just takes me after i sign in to an error page,"['rbmartin', 'oh', 'take', 'sign', 'error', 'page']"
15801,1964986132,relief,"http://twitpic.com/67mj4 - Yes, it is nice. Oh and Kevin's shirtless too but you don't see it as well","['http', '//twitpic.com/67mj4', 'Yes', 'nice', 'Oh', 'Kevin', ""'s"", 'shirtless', ""n't"", 'see', 'well']"
15903,1965019222,relief,@enthropologie It didn't rain.  Lightly misted though.,"['enthropologie', ""n't"", 'rain', 'Lightly', 'misted', 'though']"
15907,1965068867,relief,@tinydeww I found out this morning too.,"['tinydeww', 'found', 'morning']"
15916,1965069622,relief,@DirtyCucumber Me too,['DirtyCucumber']
15927,1965071502,relief,off work yesss ! super hungry,"['work', 'yesss', 'super', 'hungry']"
15955,1965078812,relief,@danabaker Thanks hon. #Migraine went away then came back.,"['danabaker', 'Thanks', 'hon', 'Migraine', 'went', 'away', 'came', 'back']"
15961,1965079708,relief,home after a while out! i feel like a long skate seshion but got arrands to do,"['home', 'feel', 'like', 'long', 'skate', 'seshion', 'got', 'arrands']"
15980,1965086422,relief,Ratings Army Wives  teary; Criminal Minds Yikes! Criminal Intent takes all sorts. real life news  horrifying ok me for bed nite all,"['Ratings', 'Army', 'Wives', 'teary', 'Criminal', 'Minds', 'Yikes', 'Criminal', 'Intent', 'take', 'sort', 'real', 'life', 'news', 'horrifying', 'ok', 'bed', 'nite']"
15989,1965087463,relief,@natalidelconte i didn't get to chat!   .  oh well.  time to eat a praline.,"['natalidelconte', ""n't"", 'get', 'chat', 'oh', 'well', 'time', 'eat', 'praline']"
16027,1965097291,relief,@vestybaby I went to Chicago for a few days and was twitterless while I was there,"['vestybaby', 'went', 'Chicago', 'day', 'twitterless']"
16040,1965209769,relief,"Browsing through the web. And expecting to see the PMS forum back up, but no luck","['Browsing', 'web', 'expecting', 'see', 'PMS', 'forum', 'back', 'luck']"
16049,1965212122,relief,@Katiff are you feeling better? sorry you're feeling under!,"['Katiff', 'feeling', 'better', 'sorry', ""'re"", 'feeling']"
16067,1965215697,relief,"Mom just &quot;he'd&quot; me. *sigh* She's wonderful, and it was just a slip, but you'd think after coming with for my surgery it might go away...","['Mom', 'quot', ""'d"", 'quot', 'sigh', ""'s"", 'wonderful', 'slip', ""'d"", 'think', 'coming', 'surgery', 'might', 'go', 'away', '...']"
16142,1965255224,relief,@yesitsfiasco cool! ok yeah see i dont have the old files with separate vocals so im trying to punch em all up as one track(all i can do),"['yesitsfiasco', 'cool', 'ok', 'yeah', 'see', 'dont', 'old', 'file', 'separate', 'vocal', 'im', 'trying', 'punch', 'em', 'one', 'track']"
16156,1965257303,relief,also finally home with no friends or anyone.. kinda nice to sit in a quiet room.. do wish the gf was here tho...,"['also', 'finally', 'home', 'friend', 'anyone', '..', 'kinda', 'nice', 'sit', 'quiet', 'room', '..', 'wish', 'gf', 'tho', '...']"
16256,1965288649,relief,@JonathanRKnight I feel for you  I hope it's a smooth flight. Be safe! Mucho amor from Boston!,"['JonathanRKnight', 'feel', 'hope', ""'s"", 'smooth', 'flight', 'safe', 'Mucho', 'amor', 'Boston']"
16283,1965293996,relief,@flossa  have a glass of cold water and meditate a bit. &lt;3,"['flossa', 'glass', 'cold', 'water', 'meditate', 'bit', 'lt']"
16305,1965296636,relief,@KirkDunst not cool.   Hope you feel better. I went up there for breakfast buy you were gone.,"['KirkDunst', 'cool', 'Hope', 'feel', 'better', 'went', 'breakfast', 'buy', 'gone']"
16388,1965326380,relief,YES!  I have my e-mail down to one window (most of which are marked for follow-up on Monday).  all the dang paper still here tho,"['YES', 'e-mail', 'one', 'window', 'marked', 'follow-up', 'Monday', 'dang', 'paper', 'still', 'tho']"
16420,1965332516,relief,Finally got a date for the bonfire tonight. Kinda last option but whatever. None of the chicks I wanted to go with never texted me back,"['Finally', 'got', 'date', 'bonfire', 'tonight', 'Kinda', 'last', 'option', 'whatever', 'None', 'chick', 'wanted', 'go', 'never', 'texted', 'back']"
16444,1965336492,relief,bbq was great... just relaxing around the house!  dont wanna leave my city but have to tomorrow... got to clean the house when i get back,"['bbq', 'great', '...', 'relaxing', 'around', 'house', 'dont', 'wan', 'na', 'leave', 'city', 'tomorrow', '...', 'got', 'clean', 'house', 'get', 'back']"
16452,1965362084,relief,no so sad about that  i'm from MALTA have you heard about it ?,"['sad', ""'m"", 'MALTA', 'heard']"
16537,1965383477,relief,is  wishing work was done soon  &lt;3,"['wishing', 'work', 'done', 'soon', 'lt']"
16581,1965390647,relief,Is helping out at church pianos +stairs+gravity= heavy,"['helping', 'church', 'piano', '+stairs+gravity=', 'heavy']"
16666,1965419171,relief,so ready to go home,"['ready', 'go', 'home']"
16711,1965427903,relief,my 43 quid lastminute.com Secret hotel at heathrow is surprisingly nice. No soap tho,"['43', 'quid', 'lastminute.com', 'Secret', 'hotel', 'heathrow', 'surprisingly', 'nice', 'soap', 'tho']"
16793,1965448284,relief,Just realized it is friday and b/c of a party I don't get to go racing.,"['realized', 'friday', 'b/c', 'party', ""n't"", 'get', 'go', 'racing']"
16884,1965472544,relief,@Jasiurl YAEH! THANK GOD IM HOME!...it suekd and we were kicked out of a church.,"['Jasiurl', 'YAEH', 'THANK', 'GOD', 'IM', 'HOME', '...', 'suekd', 'kicked', 'church']"
16893,1965474037,relief,"K, just finished my last 2 clients for the night. Going home alone  Thats ok I need to be alone, must find inner peace.","['K', 'finished', 'last', 'client', 'night', 'Going', 'home', 'alone', 'Thats', 'ok', 'need', 'alone', 'must', 'find', 'inner', 'peace']"
16939,1965481019,relief,"white pointy shoes haha, and ah you got me excited about the new drummer  youre mean","['white', 'pointy', 'shoe', 'haha', 'ah', 'got', 'excited', 'new', 'drummer', 'youre', 'mean']"
16991,1965497426,relief,@tatianafrosario omg wow  I hope everything is ok now,"['tatianafrosario', 'omg', 'wow', 'hope', 'everything', 'ok']"
17132,1965537500,relief,@DizzyMalfoy ouchie  Did u take some Excedrine? Thats the ONLY thing that kills my headaches FAST!,"['DizzyMalfoy', 'ouchie', 'u', 'take', 'Excedrine', 'Thats', 'thing', 'kill', 'headache', 'FAST']"
17141,1965539437,relief,"@sheelovewood aaaau thanks gi  , I really really love u.Thanks for being a really great friend.And forgiveme if i leave you sometime, ?","['sheelovewood', 'aaaau', 'thanks', 'gi', 'really', 'really', 'love', 'u.Thanks', 'really', 'great', 'friend.And', 'forgiveme', 'leave', 'sometime']"
17159,1965542810,relief,Hubby needs a vacation  Thank God we're leaving for Myrtle Beach in a week!,"['Hubby', 'need', 'vacation', 'Thank', 'God', ""'re"", 'leaving', 'Myrtle', 'Beach', 'week']"
17280,1965577184,relief,@mitchelmusso WISH YOU COULD CALLL ME  DO U HAVE A UK MY SAY NOW NUMBER? UR ACCCE! X,"['mitchelmusso', 'WISH', 'COULD', 'CALLL', 'U', 'UK', 'SAY', 'NUMBER', 'UR', 'ACCCE', 'X']"
17432,1965656577,relief,@JPuno Good to see you back. Sorry that happened to you,"['JPuno', 'Good', 'see', 'back', 'Sorry', 'happened']"
17447,1965665366,relief,Im glad that wasnt my real diver theory test! I failed  i got 70% 35/50 questions right but i did have 35mins left lol x,"['Im', 'glad', 'wasnt', 'real', 'diver', 'theory', 'test', 'failed', 'got', '70', '35/50', 'question', 'right', '35mins', 'left', 'lol', 'x']"
17478,1965672455,relief,"Oh.  The voting is over!   But don't worry, I already voted for you about 100000000000000000000000000000000000 times earlier!!!!!!  &lt;3","['Oh', 'voting', ""n't"", 'worry', 'already', 'voted', '100000000000000000000000000000000000', 'time', 'earlier', 'lt']"
17500,1965677148,relief,sitting at home cuz my plans for tonight cancled  but they are on for tomo so that makes me happy  ctc or txt me!,"['sitting', 'home', 'cuz', 'plan', 'tonight', 'cancled', 'tomo', 'make', 'happy', 'ctc', 'txt']"
17548,1965690131,relief,My best mate found out that I am moving. She doesn't understand I wanna do something with my life; Leaving to go to Uni..,"['best', 'mate', 'found', 'moving', ""n't"", 'understand', 'wan', 'na', 'something', 'life', 'Leaving', 'go', 'Uni', '..']"
17778,1965797155,relief,"@eric_extacy lol i know eric, i wont delete you! just people i dont really know and never talk. and bands","['eric_extacy', 'lol', 'know', 'eric', 'wont', 'delete', 'people', 'dont', 'really', 'know', 'never', 'talk', 'band']"
17783,1965798628,relief,@MitaliandMe thanks for trying,"['MitaliandMe', 'thanks', 'trying']"
17951,1965840380,relief,Cleaned out my Followers List and blocked the porn girls &amp; Crap Now I look like a spammer,"['Cleaned', 'Followers', 'List', 'blocked', 'porn', 'girl', 'amp', 'Crap', 'look', 'like', 'spammer']"
17982,1965851634,relief,I hate not getting e-mail's  going to do other stuff now...ice my toe (long story) and have some calpol (cold :S) soooo night xxxx,"['hate', 'getting', 'e-mail', ""'s"", 'going', 'stuff', '...', 'ice', 'toe', 'long', 'story', 'calpol', 'cold', 'soooo', 'night', 'xxxx']"
17998,1965854878,relief,Back home after a funeral for my wife's grandfather today.  Now its time for homework,"['Back', 'home', 'funeral', 'wife', ""'s"", 'grandfather', 'today', 'time', 'homework']"
18184,1965905523,relief,of course im almost there and theres traffic,"['course', 'im', 'almost', 'there', 'traffic']"
18199,1965910142,relief,I'm all stuffted up but I gotta gets up &amp; go netball,"[""'m"", 'stuffted', 'got', 'ta', 'get', 'amp', 'go', 'netball']"
18200,1965910428,relief,Ugh.  Las #vegas airport is at a &quot;ground stop&quot; which means I'm stuck in the plane on the tarmac (again) at LAX.,"['Ugh', 'Las', 'vega', 'airport', 'quot', 'ground', 'stop', 'quot', 'mean', ""'m"", 'stuck', 'plane', 'tarmac', 'LAX']"
18212,1965913885,relief,@alexxxpatterson we won't be in town  email me if there is another one though.,"['alexxxpatterson', 'wo', ""n't"", 'town', 'email', 'another', 'one', 'though']"
18304,1965934294,relief,Just got out of work,"['got', 'work']"
18328,1965939847,relief,@SuperNinjaMax noooooooooo my parrents found my stash,"['SuperNinjaMax', 'noooooooooo', 'parrents', 'found', 'stash']"
18397,1965958170,relief,"@LisaSpangenberg sadly @Dawno isn't me. It's some1 w/ 1 follower 1 update &amp; hasn't used Twitter since May 1, '07  I wanted that name, too","['LisaSpangenberg', 'sadly', 'Dawno', ""n't"", ""'s"", 'some1', 'w/', 'follower', 'update', 'amp', ""n't"", 'used', 'Twitter', 'since', 'May', ""'07"", 'wanted', 'name']"
18513,1965986238,relief,"@_everblue She actually posted again to say that it was the 2nd and not the 4th, so nevermind.","['_everblue', 'actually', 'posted', 'say', '2nd', '4th', 'nevermind']"
18565,1966000359,relief,Standing ovation for Wieters. Nobody was sitting down. Insane. Hit into double play though,"['Standing', 'ovation', 'Wieters', 'Nobody', 'sitting', 'Insane', 'Hit', 'double', 'play', 'though']"
18579,1966002211,relief,At natalies just finished work. Had the most AMAZING peanut butter sandwhich EVER. &lt;3333 I miss your faceeee,"['natalies', 'finished', 'work', 'AMAZING', 'peanut', 'butter', 'sandwhich', 'EVER', 'lt', '3333', 'miss', 'faceeee']"
18628,1966037035,relief,moved the first load of stuff into @cjloe's garage for storage.. now for round two..   me and guys move into our new place on Monday!,"['moved', 'first', 'load', 'stuff', 'cjloe', ""'s"", 'garage', 'storage', '..', 'round', 'two', '..', 'guy', 'move', 'new', 'place', 'Monday']"
18650,1966040645,relief,"super frustrated, and taking it out on the one's I love!   I love you, Paul!","['super', 'frustrated', 'taking', 'one', ""'s"", 'love', 'love', 'Paul']"
